,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,stockCode
0,2021-09-01,50.46,49.75,58.58,49.16,147798,1186436912.0,53.31,181.55,32.08,73.04,688711
1,2021-09-02,47.93,65.43,65.43,47.21,128763,1092456256.0,36.62,31.52,15.68,63.64,688711
2,2021-09-03,61.37,60.3,67.99,59.69,76264,747059984.0,12.69,-7.84,-5.13,37.69,688711
3,2021-09-06,62.8,63.91,65.72,58.63,55334,539320880.0,11.76,5.99,3.61,27.35,688711
4,2021-09-07,62.67,61.56,67.99,60.2,46618,462153616.0,12.19,-3.68,-2.35,23.04,688711
5,2021-09-08,62.15,57.94,64.07,57.6,46908,434271136.0,10.51,-5.88,-3.62,23.18,688711
6,2021-09-09,57.05,54.16,58.58,52.21,41842,353189744.0,10.99,-6.52,-3.78,20.68,688711
7,2021-09-10,53.94,58.89,60.88,52.1,56254,496448688.0,16.21,8.73,4.73,27.8,688711
8,2021-09-13,56.99,54.61,57.54,53.06,31161,263770103.0,7.61,-7.27,-4.28,15.4,688711
9,2021-09-14,54.34,54.36,57.34,53.54,24904,214220166.0,6.96,-0.46,-0.25,12.31,688711
10,2021-09-15,55.46,58.19,60.85,54.71,33862,304076928.0,11.3,7.05,3.83,16.74,688711
11,2021-09-16,57.63,58.87,61.17,56.99,29719,271351056.0,7.18,1.17,0.68,14.69,688711
12,2021-09-17,59.42,59.16,63.45,57.47,24147,224726490.0,10.16,0.49,0.29,11.93,688711
13,2021-09-22,56.64,61.2,64.01,56.64,28438,270431392.0,12.46,3.45,2.04,14.05,688711
14,2021-09-23,62.29,63.32,64.73,60.2,25074,243222273.0,7.4,3.46,2.12,12.39,688711
15,2021-09-24,62.85,60.85,64.38,58.32,35833,336003712.0,9.57,-3.9,-2.47,17.71,688711
16,2021-09-27,61.75,63.37,64.04,59.87,30180,291806368.0,6.85,4.14,2.52,14.92,688711
17,2021-09-28,62.8,60.13,64.67,60.13,19708,188745327.0,7.16,-5.11,-3.24,9.74,688711
18,2021-09-29,58.58,56.82,59.23,55.0,26107,229038009.0,7.03,-5.5,-3.31,12.9,688711
19,2021-09-30,57.34,68.23,68.23,56.24,47645,469374320.0,21.1,20.08,11.41,23.55,688711
20,2021-10-08,68.64,69.78,70.85,65.52,32899,345266320.0,7.81,2.27,1.55,16.26,688711
21,2021-10-11,68.97,72.54,76.04,66.89,29345,326247904.0,13.11,3.96,2.76,14.5,688711
22,2021-10-12,72.86,70.59,76.43,69.31,29679,332674704.0,9.82,-2.69,-1.95,14.67,688711
23,2021-10-13,70.98,84.75,84.75,70.08,31871,376028736.0,20.78,20.06,14.16,15.75,688711
