,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,stockCode
0,2021-06-17,6.8,7.7,7.99,6.8,1459962,1095279440.0,17.15,10.95,0.76,6.32,300376
1,2021-06-18,7.61,7.93,8.28,7.46,1501796,1204306400.0,10.65,2.99,0.23,6.51,300376
2,2021-06-21,7.85,8.1,8.27,7.75,1128345,903069856.0,6.56,2.14,0.17,4.89,300376
3,2021-06-22,7.96,7.79,8.03,7.75,823662,651107664.0,3.46,-3.83,-0.31,3.57,300376
4,2021-06-23,7.97,8.74,9.12,7.94,1648538,1434303952.0,15.15,12.2,0.95,7.14,300376
5,2021-06-24,8.53,8.42,8.68,8.24,1168598,991738768.0,5.03,-3.66,-0.32,5.06,300376
6,2021-06-25,8.44,8.05,8.44,7.89,881459,720013408.0,6.53,-4.39,-0.37,3.82,300376
7,2021-06-28,7.99,8.28,8.57,7.9,975190,810423856.0,8.32,2.86,0.23,4.22,300376
8,2021-06-29,8.17,7.91,8.18,7.86,659888,531219424.0,3.86,-4.47,-0.37,2.86,300376
9,2021-06-30,7.88,7.98,8.3,7.86,606023,493672416.0,5.56,0.88,0.07,2.62,300376
10,2021-07-01,7.98,7.54,8.01,7.54,618695,483875456.0,5.89,-5.51,-0.44,2.68,300376
11,2021-07-02,7.64,7.64,7.81,7.4,527107,405516112.0,5.44,1.33,0.1,2.28,300376
12,2021-07-05,7.87,8.21,8.24,7.87,864912,705517984.0,4.84,7.46,0.57,3.74,300376
13,2021-07-06,8.29,8.37,8.54,8.05,891900,744339568.0,5.97,1.95,0.16,3.86,300376
14,2021-07-07,8.17,8.2,8.29,7.99,611626,502281456.0,3.58,-2.03,-0.17,2.65,300376
15,2021-07-08,8.16,8.3,8.41,8.13,653114,541847584.0,3.41,1.22,0.1,2.83,300376
16,2021-07-09,8.22,8.07,8.26,7.97,538157,435696176.0,3.49,-2.77,-0.23,2.33,300376
17,2021-07-12,8.22,8.12,8.23,8.02,484665,395150640.0,2.6,0.62,0.05,2.1,300376
18,2021-07-13,8.19,7.8,8.19,7.73,675567,534049568.0,5.67,-3.94,-0.32,2.92,300376
19,2021-07-14,7.73,8.07,8.26,7.69,723810,581257088.0,7.31,3.46,0.27,3.13,300376
20,2021-07-15,7.97,7.84,8.02,7.69,463393,364018864.0,4.09,-2.85,-0.23,2.0,300376
21,2021-07-16,8.25,9.41,9.41,8.25,1561808,1410340880.0,14.8,20.03,1.57,6.76,300376
22,2021-07-19,9.77,10.07,10.77,9.65,2836253,2878458592.0,11.9,7.01,0.66,12.27,300376
23,2021-07-20,9.81,11.42,11.67,9.69,2934202,3148545552.0,19.66,13.41,1.35,12.69,300376
24,2021-07-21,11.03,11.19,11.92,10.65,2645590,2963977264.0,11.12,-2.01,-0.23,11.45,300376
25,2021-07-22,11.17,11.13,11.56,10.79,1984201,2214619200.0,6.88,-0.54,-0.06,8.58,300376
26,2021-07-23,10.88,10.46,11.16,10.31,2091178,2233272128.0,7.64,-6.02,-0.67,9.05,300376
27,2021-07-26,10.67,10.85,11.27,10.47,1960070,2139539568.0,7.65,3.73,0.39,8.48,300376
28,2021-07-27,10.65,10.13,10.99,10.06,1662642,1759822752.0,8.57,-6.64,-0.72,7.19,300376
29,2021-07-28,9.86,9.81,10.17,9.15,1212442,1185554352.0,10.07,-3.16,-0.32,5.25,300376
30,2021-07-29,10.16,10.38,10.56,9.94,1454140,1486943584.0,6.32,5.81,0.57,6.29,300376
31,2021-07-30,10.67,10.42,11.41,10.38,1878057,2045385616.0,9.92,0.39,0.04,8.13,300376
32,2021-08-02,10.83,10.51,11.27,10.18,1384830,1479129296.0,10.46,0.86,0.09,5.99,300376
33,2021-08-03,10.17,9.84,10.25,9.69,1191300,1187557520.0,5.33,-6.37,-0.67,5.15,300376
34,2021-08-04,9.86,10.35,10.46,9.68,1107823,1124291200.0,7.93,5.18,0.51,4.79,300376
35,2021-08-05,10.27,10.02,10.33,9.9,778910,788941728.0,4.15,-3.19,-0.33,3.37,300376
36,2021-08-06,10.35,10.68,10.79,10.29,1375457,1454312224.0,4.99,6.59,0.66,5.95,300376
37,2021-08-09,10.81,10.35,10.82,10.06,913435,945194976.0,7.12,-3.09,-0.33,3.95,300376
38,2021-08-10,10.42,10.76,11.17,10.42,1413759,1538405408.0,7.25,3.96,0.41,6.12,300376
39,2021-08-11,10.86,12.92,12.92,10.85,2269435,2743844032.0,19.24,20.07,2.16,9.82,300376
40,2021-08-12,13.72,14.05,14.85,13.14,3227044,4511092992.0,13.24,8.75,1.13,13.96,300376
41,2021-08-13,13.78,12.92,14.05,12.92,2399310,3203980032.0,8.04,-8.04,-1.13,10.38,300376
42,2021-08-16,12.98,14.16,14.85,12.75,2613957,3554385072.0,16.25,9.6,1.24,11.31,300376
43,2021-08-17,13.53,12.61,13.59,12.44,1871621,2428776736.0,8.12,-10.95,-1.55,8.1,300376
44,2021-08-18,12.57,12.92,13.17,12.15,1537783,1953803760.0,8.09,2.46,0.31,6.65,300376
45,2021-08-19,12.57,12.34,12.65,11.78,1363036,1668945648.0,6.73,-4.49,-0.58,5.9,300376
46,2021-08-20,12.12,12.19,12.73,11.98,1009431,1249051872.0,6.08,-1.22,-0.15,4.37,300376
47,2021-08-23,12.19,12.25,12.47,12.02,970085,1193076016.0,3.69,0.49,0.06,4.2,300376
48,2021-08-24,12.33,12.92,13.17,11.78,1598822,2017332000.0,11.35,5.47,0.67,6.92,300376
49,2021-08-25,12.58,12.65,12.9,12.27,1055680,1328842704.0,4.88,-2.09,-0.27,4.57,300376
50,2021-08-26,12.74,12.49,13.85,12.47,1561677,2065128960.0,10.91,-1.26,-0.16,6.76,300376
51,2021-08-27,12.3,12.96,13.17,12.07,1323648,1660113136.0,8.81,3.76,0.47,5.73,300376
52,2021-08-30,13.02,13.62,14.11,12.74,1682724,2272850288.0,10.57,5.09,0.66,7.28,300376
53,2021-08-31,13.32,13.44,13.87,12.97,1224665,1634767808.0,6.61,-1.32,-0.18,5.3,300376
54,2021-09-01,11.88,10.75,11.88,10.75,1698398,1881337136.0,8.41,-20.01,-2.69,7.35,300376
55,2021-09-02,10.29,10.59,10.95,10.13,1114167,1180761936.0,7.63,-1.49,-0.16,4.82,300376
56,2021-09-03,10.6,10.76,11.23,10.48,972711,1064388480.0,7.08,1.61,0.17,4.21,300376
57,2021-09-06,10.59,10.44,10.92,10.14,800136,837857600.0,7.25,-2.97,-0.32,3.46,300376
58,2021-09-07,10.4,10.5,10.62,10.25,724436,758183024.0,3.54,0.57,0.06,3.12,300376
59,2021-09-08,10.51,10.51,10.81,10.41,838578,888093328.0,3.81,0.1,0.01,3.62,300376
60,2021-09-09,10.41,9.96,10.42,9.59,1437909,1426429488.0,7.9,-5.23,-0.55,6.2,300376
61,2021-09-10,9.94,9.89,10.07,9.73,687941,683996992.0,3.41,-0.7,-0.07,2.97,300376
62,2021-09-13,9.9,9.67,10.05,9.63,630700,617442544.0,4.25,-2.22,-0.22,2.72,300376
63,2021-09-14,9.7,10.04,10.16,9.68,926401,923790736.0,4.96,3.83,0.37,4.0,300376
64,2021-09-15,10.16,10.62,10.74,9.9,1218292,1263447152.0,8.37,5.78,0.58,5.25,300376
65,2021-09-16,10.55,9.88,10.55,9.88,886137,904855424.0,6.31,-6.97,-0.74,3.82,300376
66,2021-09-17,9.96,10.03,10.22,9.71,553315,556331344.0,5.16,1.52,0.15,2.39,300376
67,2021-09-22,9.89,10.16,10.32,9.83,569525,576157552.0,4.89,1.3,0.13,2.46,300376
68,2021-09-23,10.45,10.24,10.93,10.22,893922,944112048.0,6.99,0.79,0.08,3.85,300376
69,2021-09-24,9.98,9.82,10.1,9.78,594470,590588992.0,3.13,-4.1,-0.42,2.56,300376
70,2021-09-27,9.87,9.23,10.06,8.89,671501,636207216.0,11.91,-6.01,-0.59,2.9,300376
71,2021-09-28,9.12,9.42,9.63,9.11,435305,411196944.0,5.63,2.06,0.19,1.88,300376
72,2021-09-29,9.31,9.14,9.57,9.14,456572,428423296.0,4.56,-2.97,-0.28,1.97,300376
73,2021-09-30,9.25,9.54,9.61,9.22,448062,425764368.0,4.27,4.38,0.4,1.93,300376
74,2021-10-08,9.73,9.43,9.83,9.35,419615,400757312.0,5.03,-1.15,-0.11,1.81,300376
75,2021-10-11,9.44,9.17,9.51,9.0,363065,333770288.0,5.41,-2.76,-0.26,1.57,300376
76,2021-10-12,9.15,8.8,9.17,8.61,468054,414764016.0,6.11,-4.03,-0.37,2.02,300376
77,2021-10-13,8.93,9.02,9.05,8.77,306698,274858656.0,3.18,2.5,0.22,1.32,300376
78,2021-10-14,8.98,9.27,9.45,8.87,503754,465524528.0,6.43,2.77,0.25,2.17,300376
79,2021-10-15,9.23,9.2,9.37,9.09,347471,321583584.0,3.02,-0.76,-0.07,1.5,300376
80,2021-10-18,9.27,9.4,9.43,9.17,376155,352508976.0,2.83,2.17,0.2,1.62,300376
81,2021-10-19,9.54,9.58,10.04,9.53,771321,754716688.0,5.43,1.91,0.18,3.33,300376
82,2021-10-20,9.42,9.63,9.78,9.35,507211,489703952.0,4.49,0.52,0.05,2.19,300376
83,2021-10-21,9.57,9.83,10.05,9.38,647749,635007152.0,6.96,2.08,0.2,2.79,300376
84,2021-10-22,9.84,9.53,9.9,9.49,445344,430092160.0,4.17,-3.05,-0.3,1.92,300376
85,2021-10-25,9.54,10.11,10.27,9.54,932976,936318960.0,7.66,6.09,0.58,4.02,300376
86,2021-10-26,10.26,10.04,10.4,9.91,748055,754868144.0,4.85,-0.69,-0.07,3.23,300376
87,2021-10-27,9.92,10.28,10.63,9.87,1062056,1090245280.0,7.57,2.39,0.24,4.58,300376
88,2021-10-28,10.15,10.19,10.4,9.76,852226,863311312.0,6.23,-0.88,-0.09,3.68,300376
89,2021-10-29,10.24,10.32,10.39,9.99,772482,792281840.0,3.93,1.28,0.13,3.33,300376
90,2021-11-01,10.32,10.44,10.57,10.01,999907,1033595008.0,5.43,1.16,0.12,4.31,300376
91,2021-11-02,10.5,9.88,10.63,9.87,880894,897423056.0,7.28,-5.36,-0.56,3.8,300376
92,2021-11-03,9.99,10.14,10.31,9.7,694769,699211504.0,6.17,2.63,0.26,3.0,300376
93,2021-11-04,10.27,10.29,10.48,10.18,910138,943414832.0,2.96,1.48,0.15,3.92,300376
94,2021-11-05,10.08,9.77,10.12,9.77,748645,743768576.0,3.4,-5.05,-0.52,3.23,300376
95,2021-11-08,9.67,9.53,9.75,9.3,519983,496627408.0,4.61,-2.46,-0.24,2.24,300376
96,2021-11-09,9.65,9.66,9.79,9.52,426119,412545920.0,2.83,1.36,0.13,1.84,300376
97,2021-11-10,9.58,9.45,9.62,9.38,443325,420981488.0,2.48,-2.17,-0.21,1.91,300376
98,2021-11-11,9.44,9.27,9.59,9.2,567964,534673744.0,4.13,-1.9,-0.18,2.45,300376
99,2021-11-12,9.45,11.13,11.13,9.4,2541046,2733464272.0,18.66,20.06,1.86,10.96,300376
100,2021-11-15,10.97,11.33,11.66,10.77,2554418,2894868592.0,8.0,1.8,0.2,11.02,300376
101,2021-11-16,11.36,11.47,12.37,11.18,2241864,2633841440.0,10.5,1.24,0.14,9.67,300376
102,2021-11-17,11.57,11.38,11.72,11.2,1358498,1549465520.0,4.53,-0.78,-0.09,5.86,300376
103,2021-11-18,11.37,11.7,12.23,10.99,1894768,2214590352.0,10.9,2.81,0.32,8.17,300376
104,2021-11-19,11.59,11.56,11.77,11.33,1219773,1406077232.0,3.76,-1.2,-0.14,5.26,300376
105,2021-11-22,11.71,11.74,12.19,11.38,1415017,1674520448.0,7.01,1.56,0.18,6.1,300376
106,2021-11-23,11.75,12.03,12.75,11.74,1591356,1944766512.0,8.6,2.47,0.29,6.86,300376
107,2021-11-24,11.87,11.48,11.89,11.39,1283133,1488503264.0,4.16,-4.57,-0.55,5.53,300376
108,2021-11-25,11.51,11.32,11.71,11.27,937480,1077175024.0,3.83,-1.39,-0.16,4.04,300376
109,2021-11-26,11.24,11.33,11.65,11.11,904488,1029988192.0,4.77,0.09,0.01,3.9,300376
110,2021-11-29,11.11,11.44,11.59,11.05,799583,911633648.0,4.77,0.97,0.11,3.45,300376
111,2021-11-30,11.47,11.33,11.75,11.3,930465,1074255440.0,3.93,-0.96,-0.11,4.01,300376
112,2021-12-01,11.3,11.42,11.54,11.21,645875,736598960.0,2.91,0.79,0.09,2.79,300376
113,2021-12-02,11.36,10.85,11.37,10.85,867708,963038416.0,4.55,-4.99,-0.57,3.74,300376
114,2021-12-03,10.82,11.05,11.12,10.73,606361,666854064.0,3.59,1.84,0.2,2.61,300376
115,2021-12-06,11.22,11.1,11.64,11.05,809980,921133296.0,5.34,0.45,0.05,3.49,300376
116,2021-12-07,11.11,10.61,11.3,10.47,734139,791760272.0,7.48,-4.41,-0.49,3.17,300376
117,2021-12-08,10.62,10.74,10.83,10.56,439583,471401104.0,2.54,1.23,0.13,1.9,300376
118,2021-12-09,10.74,10.6,10.84,10.5,405518,432560528.0,3.17,-1.3,-0.14,1.75,300376
119,2021-12-10,10.52,10.63,10.82,10.47,407037,435863456.0,3.3,0.28,0.03,1.76,300376
120,2021-12-13,10.67,10.85,10.85,10.53,538901,581010688.0,3.01,2.07,0.22,2.32,300376
121,2021-12-14,10.83,10.66,10.93,10.57,477267,511916960.0,3.32,-1.75,-0.19,2.06,300376
122,2021-12-15,10.6,11.12,11.26,10.48,1046972,1146101344.0,7.32,4.32,0.46,4.51,300376
123,2021-12-16,10.99,11.06,11.23,10.88,656183,724806384.0,3.15,-0.54,-0.06,2.83,300376
124,2021-12-17,11.16,11.4,12.15,11.11,1482716,1729684384.0,9.4,3.07,0.34,6.39,300376
125,2021-12-20,11.15,10.73,11.35,10.62,895448,976437360.0,6.4,-5.88,-0.67,3.86,300376
126,2021-12-21,10.64,10.65,10.7,10.3,580907,612540048.0,3.73,-0.75,-0.08,2.51,300376
127,2021-12-22,10.58,10.62,10.78,10.47,462551,492350640.0,2.91,-0.28,-0.03,1.99,300376
128,2021-12-23,10.63,10.72,10.94,10.56,565347,611885536.0,3.58,0.94,0.1,2.44,300376
129,2021-12-24,10.72,9.94,10.76,9.89,846855,868517984.0,8.12,-7.28,-0.78,3.65,300376
130,2021-12-27,9.87,9.75,10.06,9.7,405048,399943088.0,3.62,-1.91,-0.19,1.75,300376
131,2021-12-28,9.67,9.84,9.95,9.55,372665,366024624.0,4.1,0.92,0.09,1.61,300376
132,2021-12-29,9.85,9.9,10.02,9.74,352814,349625520.0,2.85,0.61,0.06,1.52,300376
133,2021-12-30,9.87,9.94,10.23,9.87,349042,351842256.0,3.64,0.4,0.04,1.51,300376
134,2021-12-31,10.06,10.02,10.18,9.97,286017,288945088.0,2.11,0.8,0.08,1.23,300376
135,2022-01-04,10.07,10.01,10.12,9.85,322126,321882784.0,2.69,-0.1,-0.01,1.39,300376
136,2022-01-05,10.01,9.81,10.06,9.67,346222,340223616.0,3.9,-2.0,-0.2,1.49,300376
137,2022-01-06,9.69,9.82,9.91,9.67,213910,210900176.0,2.45,0.1,0.01,0.92,300376
138,2022-01-07,9.86,9.44,9.89,9.43,389158,374844432.0,4.68,-3.87,-0.38,1.68,300376
139,2022-01-10,9.38,9.47,9.53,9.22,193341,182575024.0,3.28,0.32,0.03,0.83,300376
140,2022-01-11,9.52,9.28,9.56,9.27,222003,209134560.0,3.06,-2.01,-0.19,0.96,300376
141,2022-01-12,9.39,9.63,9.69,9.39,304046,291928816.0,3.23,3.77,0.35,1.31,300376
142,2022-01-13,9.61,9.47,9.69,9.47,220977,211574889.0,2.28,-1.66,-0.16,0.95,300376
143,2022-01-14,9.32,9.31,9.52,9.28,224614,211298503.0,2.53,-1.69,-0.16,0.97,300376
144,2022-01-17,9.35,9.56,9.63,9.33,287293,273337760.0,3.22,2.69,0.25,1.24,300376
145,2022-01-18,9.56,9.49,9.63,9.45,248720,237341459.0,1.88,-0.73,-0.07,1.07,300376
146,2022-01-19,9.57,9.63,9.77,9.46,339172,327396880.0,3.27,1.48,0.14,1.46,300376
147,2022-01-20,9.53,9.32,9.57,9.27,271556,255648000.0,3.12,-3.22,-0.31,1.17,300376
148,2022-01-21,9.32,9.34,9.46,9.27,155071,145512695.0,2.04,0.21,0.02,0.67,300376
149,2022-01-24,9.46,9.49,9.61,9.44,208701,199255387.0,1.82,1.61,0.15,0.9,300376
150,2022-01-25,9.35,8.87,9.44,8.83,329493,300243952.0,6.43,-6.53,-0.62,1.42,300376
151,2022-01-26,8.87,8.83,9.06,8.68,200412,178244677.0,4.28,-0.45,-0.04,0.86,300376
152,2022-01-27,8.85,8.37,8.89,8.34,302165,258251065.0,6.23,-5.21,-0.46,1.3,300376
153,2022-01-28,8.43,8.41,8.54,8.27,205178,173662856.0,3.23,0.48,0.04,0.88,300376
154,2022-02-07,8.6,8.74,8.87,8.53,267430,233050469.0,4.04,3.92,0.33,1.15,300376
