,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,stockCode
0,2021-06-17,8.11,8.25,8.27,8.1,59298,49641112.0,2.09,1.48,0.12,1.13,002364
1,2021-06-18,8.2,8.35,8.36,8.15,60595,51335890.0,2.55,1.21,0.1,1.16,002364
2,2021-06-21,8.32,8.38,8.52,8.31,65365,56222056.0,2.51,0.36,0.03,1.25,002364
3,2021-06-22,8.4,8.48,8.49,8.27,65097,55903315.0,2.63,1.19,0.1,1.24,002364
4,2021-06-23,8.47,8.43,8.47,8.35,49715,42765238.0,1.42,-0.59,-0.05,0.95,002364
5,2021-06-24,8.5,8.38,8.52,8.37,61160,52200864.0,1.78,-0.59,-0.05,1.17,002364
6,2021-06-25,8.35,8.38,8.4,8.27,42512,35923200.0,1.55,0.0,0.0,0.81,002364
7,2021-06-28,8.41,8.43,8.53,8.38,42779,36507393.0,1.79,0.6,0.05,0.82,002364
8,2021-06-29,8.43,8.13,8.43,8.08,86378,71924423.0,4.15,-3.56,-0.3,1.65,002364
9,2021-06-30,8.14,8.16,8.18,8.09,40742,33543471.0,1.11,0.37,0.03,0.77,002364
10,2021-07-01,8.2,7.99,8.21,7.97,52231,42610815.0,2.94,-2.08,-0.17,0.98,002364
11,2021-07-02,7.93,8.18,8.31,7.93,76586,63290853.0,4.76,2.38,0.19,1.44,002364
12,2021-07-05,8.2,8.27,8.31,8.09,68875,57151187.0,2.69,1.1,0.09,1.3,002364
13,2021-07-06,8.28,8.22,8.3,8.13,38222,31692921.0,2.06,-0.6,-0.05,0.72,002364
14,2021-07-07,8.22,8.23,8.26,8.11,42524,35247514.0,1.82,0.12,0.01,0.8,002364
15,2021-07-08,8.23,8.18,8.27,8.13,41209,34200593.0,1.7,-0.61,-0.05,0.78,002364
16,2021-07-09,8.18,8.32,8.41,8.13,61558,51534357.0,3.42,1.71,0.14,1.16,002364
17,2021-07-12,8.36,8.4,8.48,8.3,75300,63826424.0,2.16,0.96,0.08,1.42,002364
18,2021-07-13,8.51,8.52,8.57,8.35,92058,78808570.0,2.62,1.43,0.12,1.74,002364
19,2021-07-14,8.45,8.52,8.57,8.41,81781,70090881.0,1.88,0.0,0.0,1.54,002364
20,2021-07-15,8.55,9.38,9.38,8.55,240551,225672190.0,9.74,10.09,0.86,4.53,002364
21,2021-07-16,10.33,10.33,10.33,10.33,236767,246947678.0,0.0,10.13,0.95,4.46,002364
22,2021-07-19,9.89,9.46,10.27,9.42,723624,722354432.0,8.23,-8.42,-0.87,13.64,002364
23,2021-07-20,9.2,9.4,9.76,9.0,496343,470371568.0,8.03,-0.63,-0.06,9.35,002364
24,2021-07-21,9.41,9.29,9.49,9.14,349620,329297104.0,3.72,-1.17,-0.11,6.59,002364
25,2021-07-22,9.2,9.27,9.38,9.11,271480,253240882.0,2.91,-0.22,-0.02,5.12,002364
26,2021-07-23,9.27,9.03,9.3,8.91,282919,259151324.0,4.21,-2.59,-0.24,5.33,002364
27,2021-07-26,9.05,9.33,9.35,9.0,303834,282237184.0,3.88,3.32,0.3,5.73,002364
28,2021-07-27,9.39,9.08,9.48,9.01,255545,239476104.0,5.04,-2.68,-0.25,4.82,002364
29,2021-07-28,8.93,8.47,8.93,8.42,186681,162822629.0,5.62,-6.72,-0.61,3.52,002364
30,2021-07-29,8.61,8.85,9.05,8.61,186916,166514306.0,5.19,4.49,0.38,3.52,002364
31,2021-07-30,9.08,9.21,9.47,9.07,249007,233382040.0,4.52,4.07,0.36,4.69,002364
32,2021-08-02,9.29,9.69,9.86,9.22,363507,350179312.0,6.95,5.21,0.48,6.85,002364
33,2021-08-03,9.65,9.35,9.65,9.29,213319,203858103.0,3.72,-3.51,-0.34,4.02,002364
34,2021-08-04,9.35,10.3,10.3,9.33,206866,211041463.0,10.37,10.16,0.95,3.9,002364
35,2021-08-05,10.43,10.29,11.15,10.15,651044,694794336.0,9.71,-0.1,-0.01,12.27,002364
36,2021-08-06,10.33,10.69,10.8,10.03,477318,503062816.0,7.48,3.89,0.4,9.0,002364
37,2021-08-09,10.68,10.4,10.68,10.18,311420,325419904.0,4.68,-2.71,-0.29,5.87,002364
38,2021-08-10,10.28,10.17,10.66,10.02,327818,341720272.0,6.15,-2.21,-0.23,6.18,002364
39,2021-08-11,10.29,10.88,11.15,10.14,511523,549311408.0,9.93,6.98,0.71,9.64,002364
40,2021-08-12,10.7,10.58,10.83,10.53,311675,335285872.0,2.76,-2.76,-0.3,5.87,002364
41,2021-08-13,10.5,10.48,10.66,10.34,237942,251419170.0,3.02,-0.95,-0.1,4.48,002364
42,2021-08-16,10.44,10.2,10.44,9.9,195603,200684977.0,5.15,-2.67,-0.28,3.69,002364
43,2021-08-17,10.09,9.58,10.23,9.5,242258,240217648.0,7.16,-6.08,-0.62,4.57,002364
