,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,stockCode
0,2022-10-25,35.0,40.11,45.98,33.8,96462,399975754.0,32.15,5.86,2.22,56.79,301273
1,2022-10-26,39.25,37.99,41.47,37.51,75847,296980028.0,9.87,-5.29,-2.12,44.65,301273
2,2022-10-27,36.77,34.04,37.0,34.0,66702,235475194.0,7.9,-10.4,-3.95,39.27,301273
3,2022-10-28,34.03,33.09,34.93,33.0,41830,142801405.0,5.67,-2.79,-0.95,24.63,301273
4,2022-10-31,31.8,32.14,32.87,31.6,37688,121065464.0,3.84,-2.87,-0.95,22.19,301273
5,2022-11-01,31.91,32.02,32.28,31.3,38834,123246215.0,3.05,-0.37,-0.12,22.86,301273
6,2022-11-02,31.75,35.6,36.09,31.75,52072,174523665.0,13.55,11.18,3.58,30.66,301273
7,2022-11-03,34.93,35.38,36.79,34.2,33921,120504065.0,7.28,-0.62,-0.22,19.97,301273
8,2022-11-04,35.16,35.43,36.58,35.16,24939,89460513.0,4.01,0.14,0.05,14.68,301273
9,2022-11-07,36.0,35.77,37.29,35.75,21915,79949300.0,4.35,0.96,0.34,12.9,301273
10,2022-11-08,35.7,40.14,40.39,35.7,39570,151089574.0,13.11,12.22,4.37,23.3,301273
11,2022-11-09,38.6,39.92,41.6,38.54,27033,108761636.0,7.62,-0.55,-0.22,15.92,301273
12,2022-11-10,39.91,40.01,42.19,39.66,19761,80795768.0,6.34,0.23,0.09,11.63,301273
13,2022-11-11,40.51,41.2,43.5,40.18,20546,85429088.0,8.3,2.97,1.19,12.1,301273
14,2022-11-14,41.93,38.5,41.93,37.66,17013,65728580.0,10.36,-6.55,-2.7,10.02,301273
15,2022-11-15,39.0,43.55,45.0,38.65,27073,113855324.0,16.49,13.12,5.05,15.94,301273
16,2022-11-16,45.1,44.3,47.98,43.03,24409,110606964.0,11.37,1.72,0.75,14.37,301273
17,2022-11-17,45.01,43.59,45.5,41.58,13965,60867042.0,8.85,-1.6,-0.71,8.22,301273
18,2022-11-18,44.67,41.0,44.67,40.86,14925,62687723.0,8.74,-5.94,-2.59,8.79,301273
19,2022-11-21,41.41,40.0,41.79,39.02,10443,41662700.0,6.76,-2.44,-1.0,6.15,301273
20,2022-11-22,40.0,38.81,41.99,38.48,15607,62637622.0,8.78,-2.98,-1.19,9.19,301273
21,2022-11-23,38.17,39.48,39.53,35.81,15604,58144885.0,9.59,1.73,0.67,9.19,301273
22,2022-11-24,38.78,38.83,39.6,37.72,8224,31873177.0,4.76,-1.65,-0.65,4.84,301273
23,2022-11-25,38.84,36.85,38.99,36.72,9385,34999399.0,5.85,-5.1,-1.98,5.53,301273
24,2022-11-28,36.38,36.75,37.19,35.81,8979,32743220.0,3.74,-0.27,-0.1,5.29,301273
25,2022-11-29,37.36,40.12,40.86,37.3,17244,67414913.0,9.69,9.17,3.37,10.15,301273
26,2022-11-30,39.89,40.98,41.9,39.02,14324,58547045.0,7.18,2.14,0.86,8.43,301273
27,2022-12-01,40.9,40.04,40.97,38.83,9713,38626986.0,5.22,-2.29,-0.94,5.72,301273
28,2022-12-02,40.3,41.91,42.54,39.14,15224,62951754.0,8.49,4.67,1.87,8.96,301273
29,2022-12-05,41.92,40.36,42.5,39.97,9864,40337521.0,6.04,-3.7,-1.55,5.81,301273
30,2022-12-06,40.01,39.81,40.4,39.42,8492,33790993.0,2.43,-1.36,-0.55,5.0,301273
31,2022-12-07,40.0,39.0,40.01,38.79,7317,28656833.0,3.06,-2.03,-0.81,4.31,301273
32,2022-12-08,39.6,43.0,43.99,38.4,19961,83915612.0,14.33,10.26,4.0,11.75,301273
33,2022-12-09,43.0,43.28,44.44,41.83,10014,43233478.0,6.07,0.65,0.28,5.9,301273
34,2022-12-12,43.28,42.16,44.28,41.28,12882,54612031.0,6.93,-2.59,-1.12,7.58,301273
35,2022-12-13,41.5,40.38,43.28,40.28,6896,28247370.0,7.12,-4.22,-1.78,4.06,301273
36,2022-12-14,40.19,41.6,44.41,40.19,17663,75064890.0,10.45,3.02,1.22,10.4,301273
37,2022-12-15,40.2,40.41,42.49,39.8,9430,38275129.0,6.47,-2.86,-1.19,5.55,301273
38,2022-12-16,40.41,38.5,40.73,38.35,8169,31659619.0,5.89,-4.73,-1.91,4.81,301273
39,2022-12-19,38.4,38.47,39.22,38.08,5759,22257781.0,2.96,-0.08,-0.03,3.39,301273
40,2022-12-20,38.4,39.25,40.36,37.88,6915,27129769.0,6.45,2.03,0.78,4.07,301273
41,2022-12-21,39.25,40.56,41.94,38.84,8500,34552540.0,7.9,3.34,1.31,5.0,301273
42,2022-12-22,40.56,39.6,41.53,39.39,6503,26262050.0,5.28,-2.37,-0.96,3.83,301273
43,2022-12-23,39.08,38.56,40.53,38.04,6038,23358745.0,6.29,-2.63,-1.04,3.55,301273
44,2022-12-26,38.56,40.11,40.68,38.14,5769,22988451.0,6.59,4.02,1.55,3.4,301273
45,2022-12-27,39.99,40.3,41.16,39.79,6934,28106952.0,3.42,0.47,0.19,4.08,301273
46,2022-12-28,40.21,40.92,41.86,38.81,8185,33130824.0,7.57,1.54,0.62,4.82,301273
47,2022-12-29,41.15,39.85,41.82,39.48,8735,35275492.0,5.72,-2.61,-1.07,5.14,301273
48,2022-12-30,40.26,41.07,41.41,39.6,8390,34123360.0,4.54,3.06,1.22,4.94,301273
49,2023-01-03,41.56,42.21,42.4,40.26,8784,36484385.0,5.21,2.78,1.14,5.17,301273
50,2023-01-04,42.53,42.92,43.88,41.81,6719,28774438.0,4.9,1.68,0.71,3.96,301273
51,2023-01-05,42.87,42.92,43.57,41.9,4867,20865048.0,3.89,0.0,0.0,2.87,301273
52,2023-01-06,42.79,42.51,44.8,42.3,7001,30289268.0,5.82,-0.96,-0.41,4.12,301273
53,2023-01-09,42.29,44.23,44.23,41.4,5846,25337247.0,6.66,4.05,1.72,3.44,301273
54,2023-01-10,44.24,42.31,44.86,41.91,6338,27100735.0,6.67,-4.34,-1.92,3.73,301273
55,2023-01-11,41.9,42.37,42.98,41.58,4994,21004801.0,3.31,0.14,0.06,2.94,301273
56,2023-01-12,41.45,42.3,43.1,41.45,4374,18390361.0,3.89,-0.17,-0.07,2.58,301273
57,2023-01-13,43.09,42.84,43.09,41.61,3097,13107871.0,3.5,1.28,0.54,1.82,301273
58,2023-01-16,42.83,43.05,43.78,41.88,3675,15793495.0,4.44,0.49,0.21,2.16,301273
59,2023-01-17,42.44,44.4,46.84,42.39,6816,29999143.0,10.34,3.14,1.35,4.01,301273
60,2023-01-18,44.17,45.19,45.9,44.03,4776,21430273.0,4.21,1.78,0.79,2.81,301273
61,2023-01-19,44.53,44.11,44.76,43.6,3779,16649766.0,2.57,-2.39,-1.08,2.22,301273
62,2023-01-20,44.35,43.61,45.17,43.33,6003,26393883.0,4.17,-1.13,-0.5,3.53,301273
63,2023-01-30,43.61,43.99,44.61,43.35,4007,17582566.0,2.89,0.87,0.38,2.36,301273
64,2023-01-31,44.1,44.2,46.63,43.2,7435,33525936.0,7.8,0.48,0.21,4.38,301273
65,2023-02-01,44.0,44.65,44.72,43.5,4080,18019277.0,2.76,1.02,0.45,2.4,301273
66,2023-02-02,44.64,46.07,46.15,44.21,5609,25415817.0,4.34,3.18,1.42,3.3,301273
67,2023-02-03,46.05,45.73,46.21,44.82,3399,15501185.0,3.02,-0.74,-0.34,2.0,301273
68,2023-02-06,46.56,47.35,48.78,44.3,14074,65801517.0,9.8,3.54,1.62,8.29,301273
69,2023-02-07,47.88,46.75,49.09,46.7,7657,36505674.0,5.05,-1.27,-0.6,4.51,301273
70,2023-02-08,46.81,45.46,47.3,45.3,4309,19841527.0,4.28,-2.76,-1.29,2.54,301273
71,2023-02-09,45.38,45.48,45.99,44.95,4796,21778967.0,2.29,0.04,0.02,2.82,301273
72,2023-02-10,45.54,43.71,46.77,43.6,7545,33636060.0,6.97,-3.89,-1.77,4.44,301273
73,2023-02-13,43.7,45.73,46.49,43.5,8194,37133945.0,6.84,4.62,2.02,4.82,301273
74,2023-02-14,46.43,45.58,46.43,44.7,4605,20958995.0,3.78,-0.33,-0.15,2.71,301273
75,2023-02-15,45.68,43.65,45.99,43.52,6070,26861042.0,5.42,-4.23,-1.93,3.57,301273
76,2023-02-16,43.65,41.44,43.67,41.0,9683,40891608.0,6.12,-5.06,-2.21,5.7,301273
77,2023-02-17,41.22,40.29,41.51,40.05,5600,22774063.0,3.52,-2.78,-1.15,3.3,301273
78,2023-02-20,40.62,40.63,41.5,39.62,4680,18802549.0,4.67,0.84,0.34,2.76,301273
79,2023-02-21,40.76,40.99,41.92,40.63,5808,23923393.0,3.17,0.89,0.36,3.42,301273
80,2023-02-22,40.92,43.03,44.3,40.45,11242,47859876.0,9.39,4.98,2.04,6.62,301273
81,2023-02-23,43.05,44.84,45.28,42.5,8464,37445343.0,6.46,4.21,1.81,4.98,301273
82,2023-02-24,44.84,46.12,47.3,44.84,8921,41159069.0,5.49,2.85,1.28,5.25,301273
83,2023-02-27,45.9,49.75,51.2,45.9,10556,51792321.0,11.49,7.87,3.63,6.22,301273
84,2023-02-28,49.8,49.25,49.94,47.6,8081,39241478.0,4.7,-1.01,-0.5,4.76,301273
85,2023-03-01,49.51,47.88,49.69,47.49,6137,29503264.0,4.47,-2.78,-1.37,3.61,301273
86,2023-03-02,47.88,47.6,48.25,46.5,5757,27217685.0,3.65,-0.58,-0.28,3.39,301273
87,2023-03-03,47.77,47.41,48.29,46.77,4981,23625491.0,3.19,-0.4,-0.19,2.93,301273
88,2023-03-06,47.43,47.75,48.48,46.83,7240,34483346.0,3.48,0.72,0.34,4.26,301273
89,2023-03-07,47.76,44.8,48.0,44.73,9307,42639423.0,6.85,-6.18,-2.95,5.48,301273
90,2023-03-08,45.19,44.53,45.21,44.28,2606,11626537.0,2.08,-0.6,-0.27,1.53,301273
91,2023-03-09,45.0,45.39,46.58,43.61,5684,25522036.0,6.67,1.93,0.86,3.35,301273
92,2023-03-10,45.38,44.71,45.63,44.5,2378,10698710.0,2.49,-1.5,-0.68,1.4,301273
93,2023-03-13,44.26,44.28,45.05,43.42,4153,18304279.0,3.65,-0.96,-0.43,2.45,301273
94,2023-03-14,44.5,43.4,44.5,42.65,4244,18372813.0,4.18,-1.99,-0.88,2.5,301273
95,2023-03-15,43.69,43.49,44.84,42.83,2689,11819503.0,4.63,0.21,0.09,1.58,301273
96,2023-03-16,43.5,41.8,43.5,41.77,4056,17181426.0,3.98,-3.89,-1.69,2.39,301273
97,2023-03-17,42.3,41.79,42.49,41.41,2742,11477003.0,2.58,-0.02,-0.01,1.61,301273
98,2023-03-20,41.81,43.58,44.06,40.81,8671,37121974.0,7.78,4.28,1.79,5.11,301273
99,2023-03-21,43.6,42.35,43.63,42.11,6230,26605338.0,3.49,-2.82,-1.23,3.67,301273
100,2023-03-22,42.8,42.54,42.9,41.5,7471,31547759.0,3.31,0.45,0.19,4.4,301273
101,2023-03-23,42.48,41.72,43.39,41.62,6563,27780197.0,4.16,-1.93,-0.82,3.86,301273
102,2023-03-24,41.73,41.1,42.65,40.81,5733,23724525.0,4.41,-1.49,-0.62,3.38,301273
103,2023-03-27,41.57,40.09,41.57,39.81,7769,31341980.0,4.28,-2.46,-1.01,4.57,301273
104,2023-03-28,40.39,39.9,40.39,39.44,5034,20125204.0,2.37,-0.47,-0.19,2.96,301273
105,2023-03-29,40.18,41.5,42.25,39.85,9338,38643147.0,6.02,4.01,1.6,5.5,301273
106,2023-03-30,41.0,41.19,42.2,40.76,5166,21356369.0,3.47,-0.75,-0.31,3.04,301273
107,2023-03-31,40.88,41.55,41.69,40.88,4784,19732074.0,1.97,0.87,0.36,2.82,301273
108,2023-04-03,41.3,41.39,42.13,41.01,3559,14767390.0,2.7,-0.39,-0.16,2.1,301273
109,2023-04-04,41.0,40.11,41.68,39.9,7157,29032430.0,4.3,-3.09,-1.28,4.21,301273
110,2023-04-06,40.5,39.53,40.5,38.71,7183,28319458.0,4.46,-1.45,-0.58,4.23,301273
