,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,stockCode
0,2021-06-17,3.45,3.45,3.49,3.44,10124,3592069.0,1.44,-0.58,-0.02,0.06,600939
1,2021-06-18,3.45,3.45,3.45,3.42,11441,4034084.0,0.87,0.0,0.0,0.06,600939
2,2021-06-21,3.44,3.44,3.45,3.41,15199,5349334.0,1.16,-0.29,-0.01,0.08,600939
3,2021-06-22,3.47,3.49,3.51,3.45,15409,5500025.0,1.74,1.45,0.05,0.08,600939
4,2021-06-23,3.48,3.46,3.5,3.43,17065,6044826.0,2.01,-0.86,-0.03,0.09,600939
5,2021-06-24,3.44,3.48,3.49,3.43,16379,5817481.0,1.73,0.58,0.02,0.09,600939
6,2021-06-25,3.47,3.45,3.48,3.43,18003,6372911.0,1.44,-0.86,-0.03,0.1,600939
7,2021-06-28,3.45,3.44,3.46,3.44,14151,5013254.0,0.58,-0.29,-0.01,0.08,600939
8,2021-06-29,3.45,3.39,3.45,3.39,19443,6805047.0,1.74,-1.45,-0.05,0.11,600939
9,2021-06-30,3.39,3.34,3.4,3.31,25348,8736458.0,2.65,-1.47,-0.05,0.14,600939
10,2021-07-01,3.34,3.37,3.38,3.33,15243,5255240.0,1.5,0.9,0.03,0.08,600939
11,2021-07-02,3.37,3.35,3.37,3.32,9844,3379023.0,1.48,-0.59,-0.02,0.05,600939
12,2021-07-05,3.35,3.37,3.37,3.33,8890,3060802.0,1.19,0.6,0.02,0.05,600939
13,2021-07-06,3.37,3.38,3.38,3.35,9053,3124244.0,0.89,0.3,0.01,0.05,600939
14,2021-07-07,3.38,3.35,3.38,3.34,15100,5198835.0,1.18,-0.89,-0.03,0.08,600939
15,2021-07-08,3.34,3.31,3.35,3.31,17847,6086254.0,1.19,-1.19,-0.04,0.1,600939
16,2021-07-09,3.31,3.37,3.38,3.31,22731,7813899.0,2.11,1.81,0.06,0.13,600939
17,2021-07-12,3.38,3.39,3.41,3.37,12724,4429275.0,1.19,0.59,0.02,0.07,600939
18,2021-07-13,3.37,3.4,3.41,3.36,19038,6612606.0,1.47,0.29,0.01,0.1,600939
19,2021-07-14,3.4,3.38,3.4,3.36,16446,5697327.0,1.18,-0.59,-0.02,0.09,600939
20,2021-07-15,3.4,3.35,3.41,3.33,13328,4587282.0,2.37,-0.89,-0.03,0.07,600939
21,2021-07-16,3.37,3.36,3.41,3.34,25027,8684247.0,2.09,0.3,0.01,0.14,600939
22,2021-07-19,3.36,3.38,3.43,3.33,20511,7106467.0,2.98,0.6,0.02,0.11,600939
23,2021-07-20,3.37,3.41,3.41,3.36,20235,7045534.0,1.48,0.89,0.03,0.11,600939
24,2021-07-21,3.41,3.4,3.44,3.38,30361,10606387.0,1.76,-0.29,-0.01,0.17,600939
25,2021-07-22,3.43,3.41,3.43,3.38,13462,4633638.0,1.47,0.29,0.01,0.07,600939
26,2021-07-23,3.4,3.37,3.4,3.36,20703,7076387.0,1.17,-1.17,-0.04,0.11,600939
27,2021-07-26,3.37,3.31,3.39,3.31,24386,8217291.0,2.37,-1.78,-0.06,0.13,600939
28,2021-07-27,3.31,3.29,3.36,3.28,15265,5116942.0,2.42,-0.6,-0.02,0.08,600939
29,2021-07-28,3.28,3.25,3.32,3.21,18058,5943241.0,3.34,-1.22,-0.04,0.1,600939
30,2021-07-29,3.24,3.26,3.26,3.22,15152,4975159.0,1.23,0.31,0.01,0.08,600939
31,2021-07-30,3.21,3.24,3.26,3.21,12925,4226853.0,1.53,-0.61,-0.02,0.07,600939
32,2021-08-02,3.24,3.24,3.26,3.15,31232,10107905.0,3.4,0.0,0.0,0.17,600939
33,2021-08-03,3.23,3.26,3.31,3.23,23503,7787111.0,2.47,0.62,0.02,0.13,600939
34,2021-08-04,3.28,3.26,3.28,3.24,11709,3861829.0,1.23,0.0,0.0,0.06,600939
35,2021-08-05,3.25,3.27,3.3,3.24,15793,5224518.0,1.84,0.31,0.01,0.09,600939
36,2021-08-06,3.26,3.23,3.27,3.23,14294,4688583.0,1.22,-1.22,-0.04,0.08,600939
37,2021-08-09,3.24,3.28,3.29,3.21,12673,4181566.0,2.48,1.55,0.05,0.07,600939
38,2021-08-10,3.28,3.29,3.29,3.25,15356,5085905.0,1.22,0.3,0.01,0.08,600939
39,2021-08-11,3.26,3.31,3.32,3.26,18236,6090135.0,1.82,0.61,0.02,0.1,600939
40,2021-08-12,3.3,3.28,3.32,3.28,16212,5408238.0,1.21,-0.91,-0.03,0.09,600939
41,2021-08-13,3.29,3.27,3.3,3.26,16550,5489609.0,1.22,-0.3,-0.01,0.09,600939
42,2021-08-16,3.29,3.29,3.3,3.27,17741,5897289.0,0.92,0.61,0.02,0.1,600939
43,2021-08-17,3.28,3.3,3.42,3.26,59086,19984267.0,4.86,0.3,0.01,0.33,600939
44,2021-08-18,3.32,3.33,3.38,3.29,29160,9792293.0,2.73,0.91,0.03,0.16,600939
45,2021-08-19,3.31,3.32,3.33,3.29,19807,6628026.0,1.2,-0.3,-0.01,0.11,600939
46,2021-08-20,3.32,3.3,3.32,3.26,16661,5544504.0,1.81,-0.6,-0.02,0.09,600939
47,2021-08-23,3.29,3.32,3.33,3.27,19515,6535547.0,1.82,0.61,0.02,0.11,600939
48,2021-08-24,3.32,3.32,3.35,3.31,16826,5670538.0,1.2,0.0,0.0,0.09,600939
49,2021-08-25,3.32,3.36,3.36,3.31,21299,7197754.0,1.51,1.2,0.04,0.12,600939
50,2021-08-26,3.36,3.39,3.41,3.34,30392,10383356.0,2.08,0.89,0.03,0.17,600939
51,2021-08-27,3.38,3.37,3.39,3.34,19959,6784178.0,1.47,-0.59,-0.02,0.11,600939
52,2021-08-30,3.39,3.37,3.41,3.35,17566,6002988.0,1.78,0.0,0.0,0.1,600939
53,2021-08-31,3.38,3.42,3.43,3.35,27137,9324278.0,2.37,1.48,0.05,0.15,600939
54,2021-09-01,3.42,3.47,3.54,3.42,70041,24749505.0,3.51,1.46,0.05,0.39,600939
55,2021-09-02,3.46,3.51,3.53,3.46,48837,17255020.0,2.02,1.15,0.04,0.27,600939
56,2021-09-03,3.5,3.51,3.52,3.47,39049,13823016.0,1.42,0.0,0.0,0.22,600939
57,2021-09-06,3.51,3.56,3.59,3.49,53427,19152883.0,2.85,1.42,0.05,0.29,600939
58,2021-09-07,3.57,3.57,3.61,3.54,41718,15078412.0,1.97,0.28,0.01,0.23,600939
59,2021-09-08,3.59,3.66,3.7,3.57,74449,27390871.0,3.64,2.52,0.09,0.41,600939
60,2021-09-09,3.65,3.71,3.71,3.63,50961,18966605.0,2.19,1.37,0.05,0.28,600939
61,2021-09-10,3.7,3.62,3.81,3.62,85604,31944197.0,5.12,-2.43,-0.09,0.47,600939
