,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,stockCode
0,2022-11-21,32.7,36.7,42.38,32.58,331205,1236587073.0,31.03,16.21,5.12,57.42,301165
1,2022-11-22,38.39,43.2,44.18,37.86,280768,1153487874.0,17.22,17.71,6.5,48.67,301165
2,2022-11-23,40.5,37.9,40.85,37.6,204491,817192268.0,7.52,-12.27,-5.3,35.45,301165
3,2022-11-24,36.7,38.5,39.4,36.5,159443,615306699.0,7.65,1.58,0.6,27.64,301165
4,2022-11-25,38.08,36.32,39.78,36.31,131711,508606510.0,9.01,-5.66,-2.18,22.83,301165
5,2022-11-28,34.9,36.8,37.55,34.3,112828,415388786.0,8.95,1.32,0.48,19.56,301165
6,2022-11-29,36.39,37.0,37.98,35.75,120764,455818974.0,6.06,0.54,0.2,20.94,301165
7,2022-11-30,36.42,38.34,38.95,35.6,135184,514675766.0,9.05,3.62,1.34,23.44,301165
8,2022-12-01,37.93,38.37,40.17,37.92,132312,523667484.0,5.87,0.08,0.03,22.94,301165
9,2022-12-02,37.71,36.99,39.38,36.71,115557,448067383.0,6.96,-3.6,-1.38,20.03,301165
10,2022-12-05,36.8,39.38,39.78,36.78,130922,516749446.0,8.11,6.46,2.39,22.7,301165
11,2022-12-06,38.95,38.55,40.4,37.94,95194,379120404.0,6.25,-2.11,-0.83,16.5,301165
12,2022-12-07,38.22,37.61,38.5,37.43,59190,228959210.0,2.78,-2.44,-0.94,10.26,301165
13,2022-12-08,37.68,37.06,38.32,36.91,57883,221510859.0,3.75,-1.46,-0.55,10.03,301165
14,2022-12-09,37.08,35.34,37.48,35.25,88315,326344465.0,6.02,-4.64,-1.72,15.31,301165
15,2022-12-12,35.31,35.58,36.05,34.9,46005,167215039.0,3.25,0.68,0.24,7.98,301165
16,2022-12-13,35.34,34.54,35.5,34.41,51691,184119827.0,3.06,-2.92,-1.04,8.96,301165
17,2022-12-14,34.39,34.46,34.98,34.27,34216,121208398.0,2.06,-0.23,-0.08,5.93,301165
18,2022-12-15,34.68,34.58,35.16,34.02,42271,149815989.0,3.31,0.35,0.12,7.33,301165
19,2022-12-16,34.22,33.1,34.33,33.03,53290,182179225.0,3.76,-4.28,-1.48,9.24,301165
20,2022-12-19,33.12,33.51,34.32,33.1,39157,134849933.0,3.69,1.24,0.41,6.79,301165
21,2022-12-20,33.78,34.54,34.87,33.78,55834,196922917.0,3.25,3.07,1.03,9.68,301165
22,2022-12-21,33.91,33.25,34.19,32.64,41278,140862155.0,4.49,-3.73,-1.29,7.16,301165
23,2022-12-22,33.96,33.32,33.98,33.0,31895,109290901.0,2.95,0.21,0.07,5.53,301165
24,2022-12-23,32.8,33.12,33.84,32.5,32624,110840013.0,4.02,-0.6,-0.2,5.66,301165
25,2022-12-26,32.97,33.32,33.65,32.96,26307,89905250.0,2.08,0.6,0.2,4.56,301165
26,2022-12-27,33.3,32.16,33.63,31.08,87373,287736490.0,7.65,-3.48,-1.16,15.15,301165
27,2022-12-28,32.2,32.52,33.28,31.81,49476,164693698.0,4.57,1.12,0.36,8.58,301165
28,2022-12-29,32.33,32.38,33.09,32.22,31132,104211601.0,2.68,-0.43,-0.14,5.4,301165
29,2022-12-30,33.12,33.31,33.96,32.46,45805,156465515.0,4.63,2.87,0.93,7.94,301165
30,2023-01-03,33.28,35.3,35.67,33.28,81767,292782699.0,7.18,5.97,1.99,14.17,301165
31,2023-01-04,35.2,34.98,36.41,34.92,54239,197684890.0,4.22,-0.91,-0.32,9.4,301165
32,2023-01-05,34.91,35.8,36.1,34.62,57592,209993312.0,4.23,2.34,0.82,9.98,301165
33,2023-01-06,35.71,35.98,36.18,35.37,37243,136486082.0,2.26,0.5,0.18,6.46,301165
34,2023-01-09,36.18,37.2,37.38,35.87,52947,199207966.0,4.2,3.39,1.22,9.18,301165
35,2023-01-10,37.09,36.83,37.29,36.38,29699,111778086.0,2.45,-0.99,-0.37,5.15,301165
36,2023-01-11,36.72,35.86,37.1,35.79,27741,102863998.0,3.56,-2.63,-0.97,4.81,301165
37,2023-01-12,35.73,36.48,36.64,35.49,21160,78123759.0,3.21,1.73,0.62,3.67,301165
38,2023-01-13,36.4,35.28,36.61,34.99,23939,86890496.0,4.44,-3.29,-1.2,4.15,301165
39,2023-01-16,35.36,36.93,37.38,35.36,37875,141840826.0,5.73,4.68,1.65,6.57,301165
40,2023-01-17,37.08,36.02,37.08,35.96,21479,79794317.0,3.03,-2.46,-0.91,3.72,301165
41,2023-01-18,35.89,36.43,37.25,35.5,27690,102988754.0,4.86,1.14,0.41,4.8,301165
42,2023-01-19,36.9,37.32,37.92,36.51,38938,148487710.0,3.87,2.44,0.89,6.75,301165
43,2023-01-20,37.23,36.95,37.78,36.76,30200,114532251.0,2.73,-0.99,-0.37,5.24,301165
44,2023-01-30,37.51,37.17,38.02,37.1,38664,148252248.0,2.49,0.6,0.22,6.7,301165
45,2023-01-31,36.88,36.01,37.28,35.8,39526,146433015.0,3.98,-3.12,-1.16,6.85,301165
46,2023-02-01,36.1,38.22,38.55,36.08,58278,223752662.0,6.86,6.14,2.21,10.1,301165
47,2023-02-02,38.04,37.58,38.23,37.27,31774,121742396.0,2.51,-1.67,-0.64,5.51,301165
48,2023-02-03,37.36,38.95,39.23,37.09,55981,218316094.0,5.69,3.65,1.37,9.7,301165
49,2023-02-06,39.65,39.8,40.58,38.72,76858,310850025.0,4.78,2.18,0.85,13.32,301165
